Old Name,New Name
RT-SHORT-TURKEY-RADIOHEADPROTESTS-190616.zip,EN-RT-TURKEY_RADIOHEADPROTESTS-190616.zip
RT-SHORT-US-BEYONCEVIDEO-070216.zip,EN-RT-US_BEYONCEVIDEO-070216.zip
RT-SHORT-US-GOATESCAPE-100516.zip,EN-RT-US_GOATESCAPE-100516.zip
RT-SHORT-US-NASAMANSPLAIN-110916.zip,EN-RT-US_NASAMANSPLAIN-110916.zip
RT-SHORT-US-PGYMYGOATS-260516.zip,EN-RT-US_PGYMYGOATS-260516.zip
RT-SHOT-PALESTINE-GOOGLEMAP-090816.zip,EN-RT-PALESTINE_SHOTGOOGLEMAP-090816.zip
RT-SQ-60-CHINA-BANKSPANKING-210616.zip,EN-RT-CHINA_SQ60BANKSPANKING-210616.zip
RT-SQ-ALEPPO-CEASEFIREVIOLATIONS-141216.zip,EN-RT-SQALEPPOCEASEFIREVIOLATIONS-141216.zip
RT-SQ-FRANCE-EUROHUG-110716.zip,EN-RT-FRANCE_SQEUROHUG-110716.zip
RT-SQ-MARS-ROVERPICS-120916.zip,EN-RT-MARS_SQROVERPICS-120916.zip
RT-SQ-MEXICO-AYOTZINAPA-271216.zip,EN-RT-MEXICO_SQAYOTZINAPA-271216.zip
RT-SQ-PALESTINE-WALLSONG-251216.zip,EN-RT-PALESTINE_SQWALLSONG-251216.zip
RT-SQ-RUSSIA-CATTANK-061116.zip,EN-RT-RUSSIA_SQCATTANK-061116.zip
RT-SQ-SOUTHAFRICA-COFFIN-161116.zip,EN-RT-SOUTHAFRICA_SQCOFFIN-161116.zip
RT-SQ-SYRIA-SWIMMINGCRATER-040916.zip,EN-RT-SYRIA_SQSWIMMINGCRATER-040916.zip
RT-SQ-UK-KITTENSPUG-231116.zip,EN-RT-UK_SQKITTENSPUG-231116.zip
RT-SQ-US-ANTIARABRANT-201116.zip,EN-RT-US_SQANTIARABRANT-201116.zip
RT-SQ-US-BURNINGCARRESCUE-011116.zip,EN-RT-US_SQBURNINGCARRESCUE-011116.zip
RT-SQ-US-FLOODRESCUE-010816.zip,EN-RT-US_SQFLOODRESCUE-010816.zip
RT-SQ-US-GOLDTHIEF-011216.zip,EN-RT-US_SQGOLDTHIEF-011216.zip
RT-SQ-US-HAMBURGLAR-110416.zip,EN-RT-US_SQHAMBURGLAR-110416.zip
RT-SQ-US-NYCSHOOTING-260516.zip,EN-RT-US_SQNYCSHOOTING-260516.zip
RT-SQ-US-SINGING-150916.zip,EN-RT-US_SQSINGING-150916.zip
RT-SQ-US-TURKEYFIRE-231116.zip,EN-RT-US_SQTURKEYFIRE-231116.zip
RT-SQ-US-WALKWITHNATASHA-131116.zip,EN-RT-US_SQWALKWITHNATASHA-131116.zip
